Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
P0290,Standard Books,5,12.0,Amazon Business
P0290,Kids Stay N Play Ball,8,20.0,Lakeshore Learning Materials
P0291,Kids Stay N Play Ball,9,20.0,Lakeshore Learning Materials
P0291,Wood Playground Equipment,8,6000.0,Other
P0291,Wood Playground Equipment,6,6000.0,Other
P0292,Telescopic Gym,5,12000.0,Other
P0292,Telescopic Gym,11,12000.0,Other
P0292,Wood Playground Equipment,9,6000.0,Other
P0293,Little Tikes Commercial Structure,1,50000.0,Other
P0293,Handicapped Playground,1,95000.0,Other
P0294,Leveled Bookroom,10,3500.0,Amazon Business
P0294,Playground with Playsystem,5,25000.0,Other
P0294,Noise,1,15.0,Other
P0295,Playground with Playsystem,10,25000.0,Other
P0295,Daktronic GS6,13,8000.0,Other
P0295,10 Alpha,12,50.0,Other
P0296,Standard Books,7,12.0,Amazon Business
P0296,Playground,15,5000.0,Other
P0296,Black write and wipe markers ,9,6.0,Amazon Business
P0297,Commercial Furniture,15,150.0,Other
P0297,Fencing Supplies and Labor,3,7500.0,Other
P0298,Trips,13,500.0,Other
P0298,Standard Books,3,12.0,Amazon Business
P0299,Black write and wipe markers ,3,6.0,Amazon Business
P0300,3D Printer,13,1500.0,MakerBot
P0300,Leveled Bookroom,15,3500.0,Amazon Business
P0300,Fencing Supplies and Labor,7,7500.0,Other
PROJ_ALL_00000,Kids Stay N Play Ball,1,52.0,Aug Vendor
PROJ_ALL_00000,Apple Ipad,2,46.0,Aug Vendor
PROJ_ALL_00001,HP 11'6 Chromebook,10,62.0,Aug Vendor
PROJ_ALL_00001,Black write and wipe markers ,6,60.0,Aug Vendor
PROJ_ALL_00002,Soft Seats,3,42.0,Aug Vendor
PROJ_ALL_00002,Privacy Partition,8,59.0,Aug Vendor
PROJ_ALL_00003,Commercial Furniture,5,16.0,Aug Vendor
PROJ_ALL_00003,Noise,5,27.0,Aug Vendor
PROJ_ALL_00004,Trip,9,20.0,Aug Vendor
PROJ_ALL_00004,Kids Stay N Play Ball,8,10.0,Aug Vendor
PROJ_ALL_00005,Apple Ipad,3,42.0,Aug Vendor
PROJ_ALL_00005,HP 11'6 Chromebook,7,73.0,Aug Vendor
PROJ_ALL_00006,Black write and wipe markers ,2,15.0,Aug Vendor
PROJ_ALL_00006,Soft Seats,2,19.0,Aug Vendor
PROJ_ALL_00007,Privacy Partition,2,58.0,Aug Vendor
PROJ_ALL_00007,Commercial Furniture,8,76.0,Aug Vendor
PROJ_ALL_00008,Noise,3,36.0,Aug Vendor
PROJ_ALL_00008,Trip,5,45.0,Aug Vendor
PROJ_ALL_00009,Kids Stay N Play Ball,2,83.0,Aug Vendor
PROJ_ALL_00009,Apple Ipad,9,66.0,Aug Vendor
PROJ_ALL_00010,HP 11'6 Chromebook,6,100.0,Aug Vendor
PROJ_ALL_00010,Black write and wipe markers ,3,19.0,Aug Vendor
PROJ_ALL_00011,Soft Seats,2,31.0,Aug Vendor
PROJ_ALL_00011,Privacy Partition,7,22.0,Aug Vendor
PROJ_ALL_00012,Commercial Furniture,7,34.0,Aug Vendor
PROJ_ALL_00012,Noise,8,80.0,Aug Vendor
PROJ_ALL_00013,Trip,3,100.0,Aug Vendor
PROJ_ALL_00013,Kids Stay N Play Ball,1,57.0,Aug Vendor
PROJ_ALL_00014,Apple Ipad,8,43.0,Aug Vendor
PROJ_ALL_00014,HP 11'6 Chromebook,6,82.0,Aug Vendor
PROJ_ALL_00015,Black write and wipe markers ,4,71.0,Aug Vendor
PROJ_ALL_00015,Soft Seats,2,15.0,Aug Vendor
PROJ_ALL_00016,Privacy Partition,7,67.0,Aug Vendor
PROJ_ALL_00016,Commercial Furniture,3,70.0,Aug Vendor
PROJ_ALL_00017,Noise,7,71.0,Aug Vendor
PROJ_ALL_00017,Trip,9,91.0,Aug Vendor
PROJ_ALL_00018,Kids Stay N Play Ball,9,29.0,Aug Vendor
PROJ_ALL_00018,Apple Ipad,8,59.0,Aug Vendor
PROJ_ALL_00019,HP 11'6 Chromebook,10,36.0,Aug Vendor
PROJ_ALL_00019,Black write and wipe markers ,4,33.0,Aug Vendor
PROJ_ALL_00020,Soft Seats,8,68.0,Aug Vendor
PROJ_ALL_00020,Privacy Partition,10,87.0,Aug Vendor
PROJ_ALL_00021,Commercial Furniture,8,94.0,Aug Vendor
PROJ_ALL_00021,Noise,4,31.0,Aug Vendor
PROJ_ALL_00022,Trip,5,30.0,Aug Vendor
PROJ_ALL_00022,Kids Stay N Play Ball,1,18.0,Aug Vendor
PROJ_ALL_00023,Apple Ipad,4,80.0,Aug Vendor
PROJ_ALL_00023,HP 11'6 Chromebook,10,92.0,Aug Vendor
PROJ_ALL_00024,Black write and wipe markers ,7,82.0,Aug Vendor
PROJ_ALL_00024,Soft Seats,6,45.0,Aug Vendor
PROJ_ALL_00025,Privacy Partition,8,45.0,Aug Vendor
PROJ_ALL_00025,Commercial Furniture,5,84.0,Aug Vendor
PROJ_ALL_00026,Noise,3,25.0,Aug Vendor
PROJ_ALL_00026,Trip,5,31.0,Aug Vendor
PROJ_ALL_00027,Kids Stay N Play Ball,3,81.0,Aug Vendor
PROJ_ALL_00027,Apple Ipad,3,56.0,Aug Vendor
PROJ_ALL_00028,HP 11'6 Chromebook,7,17.0,Aug Vendor
PROJ_ALL_00028,Black write and wipe markers ,5,25.0,Aug Vendor
PROJ_ALL_00029,Soft Seats,5,51.0,Aug Vendor
PROJ_ALL_00029,Privacy Partition,10,17.0,Aug Vendor
PROJ_ALL_00030,Commercial Furniture,9,18.0,Aug Vendor
PROJ_ALL_00030,Noise,6,94.0,Aug Vendor
PROJ_ALL_00031,Trip,8,16.0,Aug Vendor
PROJ_ALL_00031,Kids Stay N Play Ball,7,18.0,Aug Vendor
PROJ_ALL_00032,Apple Ipad,2,43.0,Aug Vendor
PROJ_ALL_00032,HP 11'6 Chromebook,10,72.0,Aug Vendor
PROJ_ALL_00033,Black write and wipe markers ,1,76.0,Aug Vendor
PROJ_ALL_00033,Soft Seats,8,71.0,Aug Vendor
PROJ_ALL_00034,Privacy Partition,8,39.0,Aug Vendor
PROJ_ALL_00034,Commercial Furniture,9,33.0,Aug Vendor
PROJ_ALL_00035,Noise,1,35.0,Aug Vendor
PROJ_ALL_00035,Trip,10,65.0,Aug Vendor
PROJ_ALL_00036,Kids Stay N Play Ball,4,62.0,Aug Vendor
PROJ_ALL_00036,Apple Ipad,2,83.0,Aug Vendor
PROJ_ALL_00037,HP 11'6 Chromebook,6,98.0,Aug Vendor
PROJ_ALL_00037,Black write and wipe markers ,9,24.0,Aug Vendor
PROJ_ALL_00038,Soft Seats,7,81.0,Aug Vendor
PROJ_ALL_00038,Privacy Partition,7,80.0,Aug Vendor
PROJ_ALL_00039,Commercial Furniture,4,70.0,Aug Vendor
PROJ_ALL_00039,Noise,5,82.0,Aug Vendor
PROJ_ALL_00040,Trip,5,21.0,Aug Vendor
PROJ_ALL_00040,Kids Stay N Play Ball,6,19.0,Aug Vendor
PROJ_ALL_00041,Apple Ipad,10,29.0,Aug Vendor
PROJ_ALL_00041,HP 11'6 Chromebook,5,53.0,Aug Vendor
PROJ_ALL_00042,Black write and wipe markers ,6,11.0,Aug Vendor
PROJ_ALL_00042,Soft Seats,3,13.0,Aug Vendor
PROJ_ALL_00043,Privacy Partition,8,41.0,Aug Vendor
PROJ_ALL_00043,Commercial Furniture,6,45.0,Aug Vendor
PROJ_ALL_00044,Noise,7,48.0,Aug Vendor
PROJ_ALL_00044,Trip,2,45.0,Aug Vendor
PROJ_ALL_00045,Kids Stay N Play Ball,10,14.0,Aug Vendor
PROJ_ALL_00045,Apple Ipad,8,90.0,Aug Vendor
PROJ_ALL_00046,HP 11'6 Chromebook,8,13.0,Aug Vendor
PROJ_ALL_00046,Black write and wipe markers ,10,43.0,Aug Vendor
PROJ_ALL_00047,Soft Seats,7,49.0,Aug Vendor
PROJ_ALL_00047,Privacy Partition,6,27.0,Aug Vendor
PROJ_ALL_00048,Commercial Furniture,3,40.0,Aug Vendor
PROJ_ALL_00048,Noise,1,95.0,Aug Vendor
PROJ_ALL_00049,Trip,2,25.0,Aug Vendor
PROJ_ALL_00049,Kids Stay N Play Ball,7,94.0,Aug Vendor
PROJ_ALL_00050,Apple Ipad,4,30.0,Aug Vendor
PROJ_ALL_00050,HP 11'6 Chromebook,10,37.0,Aug Vendor
PROJ_ALL_00051,Black write and wipe markers ,7,55.0,Aug Vendor
PROJ_ALL_00051,Soft Seats,2,14.0,Aug Vendor
PROJ_ALL_00052,Privacy Partition,8,67.0,Aug Vendor
PROJ_ALL_00052,Commercial Furniture,2,13.0,Aug Vendor
PROJ_ALL_00053,Noise,9,91.0,Aug Vendor
PROJ_ALL_00053,Trip,3,13.0,Aug Vendor
PROJ_ALL_00054,Kids Stay N Play Ball,9,10.0,Aug Vendor
PROJ_ALL_00054,Apple Ipad,6,90.0,Aug Vendor
PROJ_ALL_00055,HP 11'6 Chromebook,8,40.0,Aug Vendor
PROJ_ALL_00055,Black write and wipe markers ,9,53.0,Aug Vendor
PROJ_ALL_00056,Soft Seats,7,11.0,Aug Vendor
PROJ_ALL_00056,Privacy Partition,9,20.0,Aug Vendor
PROJ_ALL_00057,Commercial Furniture,2,24.0,Aug Vendor
PROJ_ALL_00057,Noise,2,12.0,Aug Vendor
PROJ_ALL_00058,Trip,5,75.0,Aug Vendor
PROJ_ALL_00058,Kids Stay N Play Ball,5,64.0,Aug Vendor
PROJ_ALL_00059,Apple Ipad,1,98.0,Aug Vendor
PROJ_ALL_00059,HP 11'6 Chromebook,10,99.0,Aug Vendor
PROJ_ALL_00060,Black write and wipe markers ,2,42.0,Aug Vendor
PROJ_ALL_00060,Soft Seats,10,52.0,Aug Vendor
PROJ_ALL_00061,Privacy Partition,3,63.0,Aug Vendor
PROJ_ALL_00061,Commercial Furniture,4,14.0,Aug Vendor
PROJ_ALL_00062,Noise,2,12.0,Aug Vendor
PROJ_ALL_00062,Trip,2,47.0,Aug Vendor
PROJ_ALL_00063,Kids Stay N Play Ball,8,48.0,Aug Vendor
PROJ_ALL_00063,Apple Ipad,6,63.0,Aug Vendor
PROJ_ALL_00064,HP 11'6 Chromebook,1,18.0,Aug Vendor
PROJ_ALL_00064,Black write and wipe markers ,10,90.0,Aug Vendor
PROJ_ALL_00065,Soft Seats,4,45.0,Aug Vendor
PROJ_ALL_00065,Privacy Partition,2,60.0,Aug Vendor
PROJ_ALL_00066,Commercial Furniture,3,65.0,Aug Vendor
PROJ_ALL_00066,Noise,5,15.0,Aug Vendor
PROJ_ALL_00067,Trip,1,33.0,Aug Vendor
PROJ_ALL_00067,Kids Stay N Play Ball,5,61.0,Aug Vendor
PROJ_ALL_00068,Apple Ipad,6,73.0,Aug Vendor
PROJ_ALL_00068,HP 11'6 Chromebook,8,94.0,Aug Vendor
PROJ_ALL_00069,Black write and wipe markers ,8,30.0,Aug Vendor
PROJ_ALL_00069,Soft Seats,5,99.0,Aug Vendor
PROJ_ALL_00070,Privacy Partition,5,25.0,Aug Vendor
PROJ_ALL_00070,Commercial Furniture,2,49.0,Aug Vendor
PROJ_ALL_00071,Noise,7,74.0,Aug Vendor
PROJ_ALL_00071,Trip,7,27.0,Aug Vendor
PROJ_ALL_00072,Kids Stay N Play Ball,1,87.0,Aug Vendor
PROJ_ALL_00072,Apple Ipad,1,32.0,Aug Vendor
PROJ_ALL_00073,HP 11'6 Chromebook,5,95.0,Aug Vendor
PROJ_ALL_00073,Black write and wipe markers ,3,64.0,Aug Vendor
PROJ_ALL_00074,Soft Seats,7,15.0,Aug Vendor
PROJ_ALL_00074,Privacy Partition,7,85.0,Aug Vendor
PROJ_ALL_00075,Commercial Furniture,3,67.0,Aug Vendor
PROJ_ALL_00075,Noise,2,50.0,Aug Vendor
PROJ_ALL_00076,Trip,5,18.0,Aug Vendor
PROJ_ALL_00076,Kids Stay N Play Ball,6,81.0,Aug Vendor
PROJ_ALL_00077,Apple Ipad,5,54.0,Aug Vendor
PROJ_ALL_00077,HP 11'6 Chromebook,4,48.0,Aug Vendor
PROJ_ALL_00078,Black write and wipe markers ,1,70.0,Aug Vendor
PROJ_ALL_00078,Soft Seats,9,54.0,Aug Vendor
PROJ_ALL_00079,Privacy Partition,1,16.0,Aug Vendor
PROJ_ALL_00079,Commercial Furniture,9,76.0,Aug Vendor
PROJ_ALL_00080,Noise,8,86.0,Aug Vendor
PROJ_ALL_00080,Trip,5,96.0,Aug Vendor
PROJ_ALL_00081,Kids Stay N Play Ball,4,11.0,Aug Vendor
PROJ_ALL_00081,Apple Ipad,1,40.0,Aug Vendor
PROJ_ALL_00082,HP 11'6 Chromebook,7,90.0,Aug Vendor
PROJ_ALL_00082,Black write and wipe markers ,7,90.0,Aug Vendor
PROJ_ALL_00083,Soft Seats,3,84.0,Aug Vendor
PROJ_ALL_00083,Privacy Partition,7,88.0,Aug Vendor
PROJ_ALL_00084,Commercial Furniture,6,43.0,Aug Vendor
PROJ_ALL_00084,Noise,9,16.0,Aug Vendor
PROJ_ALL_00085,Trip,4,85.0,Aug Vendor
PROJ_ALL_00085,Kids Stay N Play Ball,5,89.0,Aug Vendor
PROJ_ALL_00086,Apple Ipad,10,37.0,Aug Vendor
PROJ_ALL_00086,HP 11'6 Chromebook,1,32.0,Aug Vendor
PROJ_ALL_00087,Black write and wipe markers ,9,41.0,Aug Vendor
PROJ_ALL_00087,Soft Seats,2,81.0,Aug Vendor
PROJ_ALL_00088,Privacy Partition,6,67.0,Aug Vendor
PROJ_ALL_00088,Commercial Furniture,6,31.0,Aug Vendor
PROJ_ALL_00089,Noise,9,84.0,Aug Vendor
PROJ_ALL_00089,Trip,1,94.0,Aug Vendor
PROJ_ALL_00090,Kids Stay N Play Ball,4,63.0,Aug Vendor
PROJ_ALL_00090,Apple Ipad,5,22.0,Aug Vendor
PROJ_ALL_00091,HP 11'6 Chromebook,6,39.0,Aug Vendor
PROJ_ALL_00091,Black write and wipe markers ,6,34.0,Aug Vendor
PROJ_ALL_00092,Soft Seats,1,95.0,Aug Vendor
PROJ_ALL_00092,Privacy Partition,10,24.0,Aug Vendor
PROJ_ALL_00093,Commercial Furniture,1,24.0,Aug Vendor
PROJ_ALL_00093,Noise,1,87.0,Aug Vendor
PROJ_ALL_00094,Trip,2,95.0,Aug Vendor
PROJ_ALL_00094,Kids Stay N Play Ball,7,44.0,Aug Vendor
PROJ_ALL_00095,Apple Ipad,5,21.0,Aug Vendor
PROJ_ALL_00095,HP 11'6 Chromebook,9,73.0,Aug Vendor
PROJ_ALL_00096,Black write and wipe markers ,1,66.0,Aug Vendor
PROJ_ALL_00096,Soft Seats,8,91.0,Aug Vendor
PROJ_ALL_00097,Privacy Partition,7,68.0,Aug Vendor
PROJ_ALL_00097,Commercial Furniture,10,79.0,Aug Vendor
PROJ_ALL_00098,Noise,6,45.0,Aug Vendor
PROJ_ALL_00098,Trip,6,88.0,Aug Vendor
PROJ_ALL_00099,Kids Stay N Play Ball,10,46.0,Aug Vendor
PROJ_ALL_00099,Apple Ipad,10,78.0,Aug Vendor
PROJ_ALL_00100,HP 11'6 Chromebook,8,38.0,Aug Vendor
PROJ_ALL_00100,Black write and wipe markers ,8,46.0,Aug Vendor
PROJ_ALL_00101,Soft Seats,9,33.0,Aug Vendor
PROJ_ALL_00101,Privacy Partition,3,80.0,Aug Vendor
PROJ_ALL_00102,Commercial Furniture,9,94.0,Aug Vendor
PROJ_ALL_00102,Noise,9,14.0,Aug Vendor
PROJ_ALL_00103,Trip,8,33.0,Aug Vendor
PROJ_ALL_00103,Kids Stay N Play Ball,4,49.0,Aug Vendor
PROJ_ALL_00104,Apple Ipad,2,53.0,Aug Vendor
PROJ_ALL_00104,HP 11'6 Chromebook,3,15.0,Aug Vendor
PROJ_ALL_00105,Black write and wipe markers ,3,75.0,Aug Vendor
PROJ_ALL_00105,Soft Seats,3,59.0,Aug Vendor
PROJ_ALL_00106,Privacy Partition,4,75.0,Aug Vendor
PROJ_ALL_00106,Commercial Furniture,1,91.0,Aug Vendor
PROJ_ALL_00107,Noise,4,10.0,Aug Vendor
PROJ_ALL_00107,Trip,4,53.0,Aug Vendor
PROJ_ALL_00108,Kids Stay N Play Ball,5,28.0,Aug Vendor
PROJ_ALL_00108,Apple Ipad,10,98.0,Aug Vendor
PROJ_ALL_00109,HP 11'6 Chromebook,10,33.0,Aug Vendor
PROJ_ALL_00109,Black write and wipe markers ,10,92.0,Aug Vendor
PROJ_ALL_00110,Soft Seats,6,25.0,Aug Vendor
PROJ_ALL_00110,Privacy Partition,2,34.0,Aug Vendor
PROJ_ALL_00111,Commercial Furniture,4,76.0,Aug Vendor
PROJ_ALL_00111,Noise,6,23.0,Aug Vendor
PROJ_ALL_00112,Trip,1,28.0,Aug Vendor
PROJ_ALL_00112,Kids Stay N Play Ball,6,80.0,Aug Vendor
PROJ_ALL_00113,Apple Ipad,7,46.0,Aug Vendor
PROJ_ALL_00113,HP 11'6 Chromebook,2,51.0,Aug Vendor
PROJ_ALL_00114,Black write and wipe markers ,2,99.0,Aug Vendor
PROJ_ALL_00114,Soft Seats,1,99.0,Aug Vendor
PROJ_ALL_00115,Privacy Partition,4,61.0,Aug Vendor
PROJ_ALL_00115,Commercial Furniture,8,89.0,Aug Vendor
PROJ_ALL_00116,Noise,1,46.0,Aug Vendor
PROJ_ALL_00116,Trip,8,64.0,Aug Vendor
PROJ_ALL_00117,Kids Stay N Play Ball,10,53.0,Aug Vendor
PROJ_ALL_00117,Apple Ipad,3,86.0,Aug Vendor
PROJ_ALL_00118,HP 11'6 Chromebook,9,56.0,Aug Vendor
PROJ_ALL_00118,Black write and wipe markers ,5,81.0,Aug Vendor
PROJ_ALL_00119,Soft Seats,3,54.0,Aug Vendor
PROJ_ALL_00119,Privacy Partition,5,50.0,Aug Vendor
PROJ_ALL_00120,Commercial Furniture,2,86.0,Aug Vendor
PROJ_ALL_00120,Noise,3,80.0,Aug Vendor
PROJ_ALL_00121,Trip,8,18.0,Aug Vendor
PROJ_ALL_00121,Kids Stay N Play Ball,1,59.0,Aug Vendor
PROJ_ALL_00122,Apple Ipad,10,44.0,Aug Vendor
PROJ_ALL_00122,HP 11'6 Chromebook,7,83.0,Aug Vendor
PROJ_ALL_00123,Black write and wipe markers ,8,66.0,Aug Vendor
PROJ_ALL_00123,Soft Seats,6,87.0,Aug Vendor
PROJ_ALL_00124,Privacy Partition,2,74.0,Aug Vendor
PROJ_ALL_00124,Commercial Furniture,6,69.0,Aug Vendor
PROJ_ALL_00125,Noise,5,52.0,Aug Vendor
PROJ_ALL_00125,Trip,1,67.0,Aug Vendor
PROJ_ALL_00126,Kids Stay N Play Ball,4,79.0,Aug Vendor
PROJ_ALL_00126,Apple Ipad,10,35.0,Aug Vendor
PROJ_ALL_00127,HP 11'6 Chromebook,4,17.0,Aug Vendor
PROJ_ALL_00127,Black write and wipe markers ,1,28.0,Aug Vendor
PROJ_ALL_00128,Soft Seats,7,41.0,Aug Vendor
PROJ_ALL_00128,Privacy Partition,9,91.0,Aug Vendor
PROJ_ALL_00129,Commercial Furniture,7,68.0,Aug Vendor
PROJ_ALL_00129,Noise,3,35.0,Aug Vendor
PROJ_ALL_00130,Trip,10,51.0,Aug Vendor
PROJ_ALL_00130,Kids Stay N Play Ball,7,33.0,Aug Vendor
PROJ_ALL_00131,Apple Ipad,9,57.0,Aug Vendor
PROJ_ALL_00131,HP 11'6 Chromebook,7,93.0,Aug Vendor
PROJ_ALL_00132,Black write and wipe markers ,8,61.0,Aug Vendor
PROJ_ALL_00132,Soft Seats,9,39.0,Aug Vendor
PROJ_ALL_00133,Privacy Partition,1,75.0,Aug Vendor
PROJ_ALL_00133,Commercial Furniture,2,23.0,Aug Vendor
PROJ_ALL_00134,Noise,10,72.0,Aug Vendor
PROJ_ALL_00134,Trip,5,88.0,Aug Vendor
PROJ_ALL_00135,Kids Stay N Play Ball,8,14.0,Aug Vendor
PROJ_ALL_00135,Apple Ipad,1,58.0,Aug Vendor
PROJ_ALL_00136,HP 11'6 Chromebook,7,98.0,Aug Vendor
PROJ_ALL_00136,Black write and wipe markers ,2,40.0,Aug Vendor
PROJ_ALL_00137,Soft Seats,4,31.0,Aug Vendor
PROJ_ALL_00137,Privacy Partition,10,19.0,Aug Vendor
PROJ_ALL_00138,Commercial Furniture,6,80.0,Aug Vendor
PROJ_ALL_00138,Noise,6,92.0,Aug Vendor
PROJ_ALL_00139,Trip,4,31.0,Aug Vendor
PROJ_ALL_00139,Kids Stay N Play Ball,5,70.0,Aug Vendor
PROJ_ALL_00140,Apple Ipad,8,80.0,Aug Vendor
PROJ_ALL_00140,HP 11'6 Chromebook,2,63.0,Aug Vendor
PROJ_ALL_00141,Black write and wipe markers ,6,77.0,Aug Vendor
PROJ_ALL_00141,Soft Seats,10,59.0,Aug Vendor
PROJ_ALL_00142,Privacy Partition,7,64.0,Aug Vendor
PROJ_ALL_00142,Commercial Furniture,3,37.0,Aug Vendor
PROJ_ALL_00143,Noise,10,15.0,Aug Vendor
PROJ_ALL_00143,Trip,7,52.0,Aug Vendor
PROJ_ALL_00144,Kids Stay N Play Ball,10,69.0,Aug Vendor
PROJ_ALL_00144,Apple Ipad,9,25.0,Aug Vendor
PROJ_ALL_00145,HP 11'6 Chromebook,2,43.0,Aug Vendor
PROJ_ALL_00145,Black write and wipe markers ,5,97.0,Aug Vendor
PROJ_ALL_00146,Soft Seats,4,75.0,Aug Vendor
PROJ_ALL_00146,Privacy Partition,4,42.0,Aug Vendor
PROJ_ALL_00147,Commercial Furniture,9,10.0,Aug Vendor
PROJ_ALL_00147,Noise,10,16.0,Aug Vendor
PROJ_ALL_00148,Trip,3,16.0,Aug Vendor
PROJ_ALL_00148,Kids Stay N Play Ball,10,75.0,Aug Vendor
PROJ_ALL_00149,Apple Ipad,6,73.0,Aug Vendor
PROJ_ALL_00149,HP 11'6 Chromebook,8,42.0,Aug Vendor
PROJ_ALL_00150,Black write and wipe markers ,7,70.0,Aug Vendor
PROJ_ALL_00150,Soft Seats,8,79.0,Aug Vendor
PROJ_ALL_00151,Privacy Partition,8,74.0,Aug Vendor
PROJ_ALL_00151,Commercial Furniture,1,34.0,Aug Vendor
PROJ_ALL_00152,Noise,1,10.0,Aug Vendor
PROJ_ALL_00152,Trip,2,20.0,Aug Vendor
PROJ_ALL_00153,Kids Stay N Play Ball,2,87.0,Aug Vendor
PROJ_ALL_00153,Apple Ipad,2,73.0,Aug Vendor
PROJ_ALL_00154,HP 11'6 Chromebook,8,39.0,Aug Vendor
PROJ_ALL_00154,Black write and wipe markers ,3,85.0,Aug Vendor
PROJ_ALL_00155,Soft Seats,8,99.0,Aug Vendor
PROJ_ALL_00155,Privacy Partition,7,19.0,Aug Vendor
PROJ_ALL_00156,Commercial Furniture,6,42.0,Aug Vendor
PROJ_ALL_00156,Noise,2,76.0,Aug Vendor
PROJ_ALL_00157,Trip,5,38.0,Aug Vendor
PROJ_ALL_00157,Kids Stay N Play Ball,10,78.0,Aug Vendor
PROJ_ALL_00158,Apple Ipad,1,99.0,Aug Vendor
PROJ_ALL_00158,HP 11'6 Chromebook,7,88.0,Aug Vendor
PROJ_ALL_00159,Black write and wipe markers ,10,65.0,Aug Vendor
PROJ_ALL_00159,Soft Seats,10,57.0,Aug Vendor
PROJ_ALL_00160,Privacy Partition,5,69.0,Aug Vendor
PROJ_ALL_00160,Commercial Furniture,3,77.0,Aug Vendor
PROJ_ALL_00161,Noise,6,81.0,Aug Vendor
PROJ_ALL_00161,Trip,8,38.0,Aug Vendor
PROJ_ALL_00162,Kids Stay N Play Ball,9,21.0,Aug Vendor
PROJ_ALL_00162,Apple Ipad,6,65.0,Aug Vendor
PROJ_ALL_00163,HP 11'6 Chromebook,8,54.0,Aug Vendor
PROJ_ALL_00163,Black write and wipe markers ,4,63.0,Aug Vendor
PROJ_ALL_00164,Soft Seats,10,33.0,Aug Vendor
PROJ_ALL_00164,Privacy Partition,3,86.0,Aug Vendor
PROJ_ALL_00165,Commercial Furniture,6,50.0,Aug Vendor
PROJ_ALL_00165,Noise,3,58.0,Aug Vendor
PROJ_ALL_00166,Trip,8,54.0,Aug Vendor
PROJ_ALL_00166,Kids Stay N Play Ball,7,30.0,Aug Vendor
PROJ_ALL_00167,Apple Ipad,9,87.0,Aug Vendor
PROJ_ALL_00167,HP 11'6 Chromebook,9,11.0,Aug Vendor
PROJ_ALL_00168,Black write and wipe markers ,4,29.0,Aug Vendor
PROJ_ALL_00168,Soft Seats,3,49.0,Aug Vendor
PROJ_ALL_00169,Privacy Partition,8,40.0,Aug Vendor
PROJ_ALL_00169,Commercial Furniture,8,46.0,Aug Vendor
PROJ_ALL_00170,Noise,3,18.0,Aug Vendor
PROJ_ALL_00170,Trip,10,96.0,Aug Vendor
PROJ_ALL_00171,Kids Stay N Play Ball,8,35.0,Aug Vendor
PROJ_ALL_00171,Apple Ipad,10,39.0,Aug Vendor
PROJ_ALL_00172,HP 11'6 Chromebook,3,63.0,Aug Vendor
PROJ_ALL_00172,Black write and wipe markers ,4,92.0,Aug Vendor
PROJ_ALL_00173,Soft Seats,3,91.0,Aug Vendor
PROJ_ALL_00173,Privacy Partition,10,95.0,Aug Vendor
PROJ_ALL_00174,Commercial Furniture,1,17.0,Aug Vendor
PROJ_ALL_00174,Noise,8,87.0,Aug Vendor
PROJ_ALL_00175,Trip,6,84.0,Aug Vendor
PROJ_ALL_00175,Kids Stay N Play Ball,7,73.0,Aug Vendor
PROJ_ALL_00176,Apple Ipad,3,19.0,Aug Vendor
PROJ_ALL_00176,HP 11'6 Chromebook,4,36.0,Aug Vendor
PROJ_ALL_00177,Black write and wipe markers ,7,69.0,Aug Vendor
PROJ_ALL_00177,Soft Seats,9,37.0,Aug Vendor
PROJ_ALL_00178,Privacy Partition,2,30.0,Aug Vendor
PROJ_ALL_00178,Commercial Furniture,3,32.0,Aug Vendor
PROJ_ALL_00179,Noise,4,59.0,Aug Vendor
PROJ_ALL_00179,Trip,3,89.0,Aug Vendor
PROJ_ALL_00180,Kids Stay N Play Ball,7,85.0,Aug Vendor
PROJ_ALL_00180,Apple Ipad,1,69.0,Aug Vendor
PROJ_ALL_00181,HP 11'6 Chromebook,8,32.0,Aug Vendor
PROJ_ALL_00181,Black write and wipe markers ,5,17.0,Aug Vendor
PROJ_ALL_00182,Soft Seats,10,15.0,Aug Vendor
PROJ_ALL_00182,Privacy Partition,5,83.0,Aug Vendor
PROJ_ALL_00183,Commercial Furniture,1,37.0,Aug Vendor
PROJ_ALL_00183,Noise,2,50.0,Aug Vendor
PROJ_ALL_00184,Trip,7,55.0,Aug Vendor
PROJ_ALL_00184,Kids Stay N Play Ball,4,72.0,Aug Vendor
PROJ_ALL_00185,Apple Ipad,10,59.0,Aug Vendor
PROJ_ALL_00185,HP 11'6 Chromebook,4,30.0,Aug Vendor
PROJ_ALL_00186,Black write and wipe markers ,4,13.0,Aug Vendor
PROJ_ALL_00186,Soft Seats,3,23.0,Aug Vendor
PROJ_ALL_00187,Privacy Partition,6,25.0,Aug Vendor
PROJ_ALL_00187,Commercial Furniture,2,99.0,Aug Vendor
PROJ_ALL_00188,Noise,9,46.0,Aug Vendor
PROJ_ALL_00188,Trip,10,39.0,Aug Vendor
PROJ_ALL_00189,Kids Stay N Play Ball,8,35.0,Aug Vendor
PROJ_ALL_00189,Apple Ipad,6,94.0,Aug Vendor
PROJ_ALL_00190,HP 11'6 Chromebook,3,80.0,Aug Vendor
PROJ_ALL_00190,Black write and wipe markers ,3,43.0,Aug Vendor
PROJ_ALL_00191,Soft Seats,1,19.0,Aug Vendor
PROJ_ALL_00191,Privacy Partition,9,71.0,Aug Vendor
