Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
DON_ALL_00256,AugCity_Florida,Florida,No,12345
DON_ALL_00257,AugCity_Florida,Florida,Yes,12345
DON_ALL_00258,AugCity_Florida,Florida,No,12345
DON_ALL_00259,AugCity_Florida,Florida,Yes,12345
DON_ALL_00260,AugCity_Florida,Florida,Yes,12345
DON_ALL_00261,AugCity_Florida,Florida,Yes,12345
DON_ALL_00262,AugCity_Florida,Florida,Yes,12345
DON_ALL_00263,AugCity_Florida,Florida,Yes,12345
DON_ALL_00264,AugCity_Florida,Florida,Yes,12345
DON_ALL_00265,AugCity_Florida,Florida,Yes,12345
DON_ALL_00266,AugCity_Florida,Florida,No,12345
DON_ALL_00267,AugCity_Florida,Florida,Yes,12345
DON_ALL_00268,AugCity_Florida,Florida,Yes,12345
DON_ALL_00269,AugCity_Florida,Florida,No,12345
DON_ALL_00270,AugCity_Florida,Florida,Yes,12345
DON_ALL_00271,AugCity_Florida,Florida,No,12345
DON_ALL_00272,AugCity_Florida,Florida,No,12345
DON_ALL_00273,AugCity_Florida,Florida,No,12345
DON_ALL_00274,AugCity_Florida,Florida,No,12345
DON_ALL_00275,AugCity_Florida,Florida,Yes,12345
DON_ALL_00276,AugCity_Florida,Florida,Yes,12345
DON_ALL_00277,AugCity_Florida,Florida,Yes,12345
DON_ALL_00278,AugCity_Florida,Florida,Yes,12345
DON_ALL_00279,AugCity_Florida,Florida,Yes,12345
DON_ALL_00280,AugCity_Florida,Florida,No,12345
DON_ALL_00281,AugCity_Florida,Florida,No,12345
DON_ALL_00282,AugCity_Florida,Florida,No,12345
DON_ALL_00283,AugCity_Florida,Florida,No,12345
DON_ALL_00284,AugCity_Florida,Florida,Yes,12345
DON_ALL_00285,AugCity_Florida,Florida,Yes,12345
DON_ALL_00286,AugCity_Florida,Florida,No,12345
DON_ALL_00287,AugCity_Florida,Florida,No,12345
DON_ALL_00288,AugCity_Florida,Florida,Yes,12345
DON_ALL_00289,AugCity_Florida,Florida,No,12345
DON_ALL_00290,AugCity_Florida,Florida,Yes,12345
DON_ALL_00291,AugCity_Florida,Florida,No,12345
DON_ALL_00292,AugCity_Florida,Florida,No,12345
DON_ALL_00293,AugCity_Georgia,Georgia,No,12345
DON_ALL_00294,AugCity_Georgia,Georgia,No,12345
DON_ALL_00295,AugCity_Georgia,Georgia,No,12345
DON_ALL_00296,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00297,AugCity_Georgia,Georgia,No,12345
DON_ALL_00298,AugCity_Georgia,Georgia,No,12345
DON_ALL_00299,AugCity_Georgia,Georgia,No,12345
DON_ALL_00300,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00301,AugCity_Georgia,Georgia,No,12345
DON_ALL_00302,AugCity_Georgia,Georgia,No,12345
DON_ALL_00303,AugCity_Georgia,Georgia,No,12345
DON_ALL_00304,AugCity_Georgia,Georgia,No,12345
DON_ALL_00305,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00306,AugCity_Georgia,Georgia,No,12345
DON_ALL_00307,AugCity_Georgia,Georgia,No,12345
DON_ALL_00308,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00309,AugCity_Georgia,Georgia,No,12345
DON_ALL_00310,AugCity_Georgia,Georgia,No,12345
DON_ALL_00311,AugCity_Georgia,Georgia,No,12345
DON_ALL_00312,AugCity_Georgia,Georgia,No,12345
DON_ALL_00313,AugCity_Georgia,Georgia,No,12345
DON_ALL_00314,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00315,AugCity_Georgia,Georgia,No,12345
DON_ALL_00316,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00317,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00318,AugCity_Georgia,Georgia,No,12345
DON_ALL_00319,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00320,AugCity_Georgia,Georgia,No,12345
DON_ALL_00321,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00322,AugCity_Georgia,Georgia,No,12345
DON_ALL_00323,AugCity_Georgia,Georgia,Yes,12345
DON_ALL_00324,AugCity_Georgia,Georgia,No,12345
DON_ALL_00325,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00326,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00327,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00328,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00329,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00330,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00331,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00332,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00333,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00334,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00335,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00336,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00337,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00338,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00339,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00340,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00341,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00342,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00343,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00344,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00345,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00346,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00347,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00348,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00349,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00350,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00351,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00352,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00353,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00354,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00355,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00356,AugCity_Hawaii,Hawaii,No,12345
DON_ALL_00357,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00358,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00359,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00360,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00361,AugCity_Hawaii,Hawaii,Yes,12345
DON_ALL_00362,AugCity_Idaho,Idaho,No,12345
DON_ALL_00363,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00364,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00365,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00366,AugCity_Idaho,Idaho,No,12345
DON_ALL_00367,AugCity_Idaho,Idaho,No,12345
DON_ALL_00368,AugCity_Idaho,Idaho,No,12345
DON_ALL_00369,AugCity_Idaho,Idaho,No,12345
DON_ALL_00370,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00371,AugCity_Idaho,Idaho,No,12345
DON_ALL_00372,AugCity_Idaho,Idaho,No,12345
DON_ALL_00373,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00374,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00375,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00376,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00377,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00378,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00379,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00380,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00381,AugCity_Idaho,Idaho,No,12345
DON_ALL_00382,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00383,AugCity_Idaho,Idaho,No,12345
DON_ALL_00384,AugCity_Idaho,Idaho,No,12345
DON_ALL_00385,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00386,AugCity_Idaho,Idaho,No,12345
DON_ALL_00387,AugCity_Idaho,Idaho,No,12345
DON_ALL_00388,AugCity_Idaho,Idaho,No,12345
DON_ALL_00389,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00390,AugCity_Idaho,Idaho,Yes,12345
DON_ALL_00391,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00392,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00393,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00394,AugCity_Illinois,Illinois,No,12345
DON_ALL_00395,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00396,AugCity_Illinois,Illinois,No,12345
DON_ALL_00397,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00398,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00399,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00400,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00401,AugCity_Illinois,Illinois,No,12345
DON_ALL_00402,AugCity_Illinois,Illinois,No,12345
DON_ALL_00403,AugCity_Illinois,Illinois,No,12345
DON_ALL_00404,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00405,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00406,AugCity_Illinois,Illinois,Yes,12345
DON_ALL_00407,AugCity_Illinois,Illinois,No,12345
DON_ALL_00408,AugCity_Illinois,Illinois,No,12345
DON_ALL_00409,AugCity_Illinois,Illinois,No,12345
DON_ALL_00410,AugCity_Illinois,Illinois,No,12345
DON_ALL_00411,AugCity_Illinois,Illinois,No,12345
DON_ALL_00412,AugCity_Illinois,Illinois,No,12345
DON_ALL_00413,AugCity_Indiana,Indiana,No,12345
DON_ALL_00414,AugCity_Indiana,Indiana,No,12345
DON_ALL_00415,AugCity_Indiana,Indiana,No,12345
DON_ALL_00416,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00417,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00418,AugCity_Indiana,Indiana,No,12345
DON_ALL_00419,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00420,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00421,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00422,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00423,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00424,AugCity_Indiana,Indiana,No,12345
DON_ALL_00425,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00426,AugCity_Indiana,Indiana,No,12345
DON_ALL_00427,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00428,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00429,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00430,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00431,AugCity_Indiana,Indiana,No,12345
DON_ALL_00432,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00433,AugCity_Indiana,Indiana,No,12345
DON_ALL_00434,AugCity_Indiana,Indiana,No,12345
DON_ALL_00435,AugCity_Indiana,Indiana,No,12345
DON_ALL_00436,AugCity_Indiana,Indiana,Yes,12345
DON_ALL_00437,AugCity_Indiana,Indiana,No,12345
DON_ALL_00438,AugCity_Indiana,Indiana,No,12345
DON_ALL_00439,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00440,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00441,AugCity_Iowa,Iowa,No,12345
DON_ALL_00442,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00443,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00444,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00445,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00446,AugCity_Iowa,Iowa,No,12345
DON_ALL_00447,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00448,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00449,AugCity_Iowa,Iowa,No,12345
DON_ALL_00450,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00451,AugCity_Iowa,Iowa,No,12345
DON_ALL_00452,AugCity_Iowa,Iowa,No,12345
DON_ALL_00453,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00454,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00455,AugCity_Iowa,Iowa,No,12345
DON_ALL_00456,AugCity_Iowa,Iowa,No,12345
DON_ALL_00457,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00458,AugCity_Iowa,Iowa,No,12345
DON_ALL_00459,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00460,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00461,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00462,AugCity_Iowa,Iowa,No,12345
DON_ALL_00463,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00464,AugCity_Iowa,Iowa,No,12345
DON_ALL_00465,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00466,AugCity_Iowa,Iowa,No,12345
DON_ALL_00467,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00468,AugCity_Iowa,Iowa,No,12345
DON_ALL_00469,AugCity_Iowa,Iowa,Yes,12345
DON_ALL_00470,AugCity_Iowa,Iowa,No,12345
DON_ALL_00471,AugCity_Iowa,Iowa,No,12345
DON_ALL_00472,AugCity_Iowa,Iowa,No,12345
DON_ALL_00473,AugCity_Iowa,Iowa,No,12345
DON_ALL_00474,AugCity_Iowa,Iowa,No,12345
DON_ALL_00475,AugCity_Iowa,Iowa,No,12345
DON_ALL_00476,AugCity_Iowa,Iowa,No,12345
DON_ALL_00477,AugCity_Kansas,Kansas,Yes,12345
DON_ALL_00478,AugCity_Kansas,Kansas,Yes,12345
DON_ALL_00479,AugCity_Kansas,Kansas,Yes,12345
DON_ALL_00480,AugCity_Kansas,Kansas,Yes,12345
DON_ALL_00481,AugCity_Kansas,Kansas,No,12345
DON_ALL_00482,AugCity_Kansas,Kansas,Yes,12345
DON_ALL_00483,AugCity_Kansas,Kansas,Yes,12345
DON_ALL_00484,AugCity_Kansas,Kansas,Yes,12345
DON_ALL_00485,AugCity_Kansas,Kansas,No,12345
DON_ALL_00486,AugCity_Kansas,Kansas,No,12345
DON_ALL_00487,AugCity_Kansas,Kansas,No,12345
DON_ALL_00488,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00489,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00490,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00491,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00492,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00493,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00494,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00495,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00496,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00497,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00498,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00499,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00500,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00501,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00502,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00503,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00504,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00505,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00506,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00507,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00508,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00509,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00510,AugCity_Kentucky,Kentucky,Yes,12345
DON_ALL_00511,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00512,AugCity_Kentucky,Kentucky,No,12345
DON_ALL_00513,AugCity_Louisiana,Louisiana,Yes,12345
DON_ALL_00514,AugCity_Louisiana,Louisiana,Yes,12345
DON_ALL_00515,AugCity_Louisiana,Louisiana,Yes,12345
DON_ALL_00516,AugCity_Louisiana,Louisiana,No,12345
DON_ALL_00517,AugCity_Louisiana,Louisiana,No,12345
DON_ALL_00518,AugCity_Louisiana,Louisiana,No,12345
DON_ALL_00519,AugCity_Louisiana,Louisiana,Yes,12345
DON_ALL_00520,AugCity_Louisiana,Louisiana,Yes,12345
DON_ALL_00521,AugCity_Louisiana,Louisiana,Yes,12345
DON_ALL_00522,AugCity_Louisiana,Louisiana,Yes,12345
DON_ALL_00523,AugCity_Louisiana,Louisiana,Yes,12345
DON_ALL_00524,AugCity_Louisiana,Louisiana,Yes,12345
DON_ALL_00525,AugCity_Maine,Maine,Yes,12345
DON_ALL_00526,AugCity_Maine,Maine,Yes,12345
DON_ALL_00527,AugCity_Maine,Maine,Yes,12345
DON_ALL_00528,AugCity_Maine,Maine,No,12345
DON_ALL_00529,AugCity_Maine,Maine,Yes,12345
DON_ALL_00530,AugCity_Maine,Maine,No,12345
DON_ALL_00531,AugCity_Maine,Maine,Yes,12345
DON_ALL_00532,AugCity_Maine,Maine,No,12345
DON_ALL_00533,AugCity_Maine,Maine,No,12345
DON_ALL_00534,AugCity_Maine,Maine,Yes,12345
DON_ALL_00535,AugCity_Maine,Maine,No,12345
DON_ALL_00536,AugCity_Maine,Maine,Yes,12345
DON_ALL_00537,AugCity_Maine,Maine,No,12345
DON_ALL_00538,AugCity_Maine,Maine,Yes,12345
DON_ALL_00539,AugCity_Maine,Maine,No,12345
DON_ALL_00540,AugCity_Maine,Maine,No,12345
DON_ALL_00541,AugCity_Maine,Maine,Yes,12345
DON_ALL_00542,AugCity_Maine,Maine,Yes,12345
DON_ALL_00543,AugCity_Maine,Maine,Yes,12345
DON_ALL_00544,AugCity_Maine,Maine,No,12345
DON_ALL_00545,AugCity_Maine,Maine,No,12345
DON_ALL_00546,AugCity_Maine,Maine,No,12345
DON_ALL_00547,AugCity_Maine,Maine,Yes,12345
DON_ALL_00548,AugCity_Maine,Maine,No,12345
DON_ALL_00549,AugCity_Maine,Maine,Yes,12345
DON_ALL_00550,AugCity_Maine,Maine,No,12345
DON_ALL_00551,AugCity_Maine,Maine,No,12345
DON_ALL_00552,AugCity_Maine,Maine,Yes,12345
DON_ALL_00553,AugCity_Maine,Maine,Yes,12345
DON_ALL_00554,AugCity_Maine,Maine,Yes,12345
DON_ALL_00555,AugCity_Maine,Maine,Yes,12345
DON_ALL_00556,AugCity_Maine,Maine,Yes,12345
DON_ALL_00557,AugCity_Maine,Maine,Yes,12345
DON_ALL_00558,AugCity_Maryland,Maryland,No,12345
DON_ALL_00559,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00560,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00561,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00562,AugCity_Maryland,Maryland,No,12345
DON_ALL_00563,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00564,AugCity_Maryland,Maryland,No,12345
DON_ALL_00565,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00566,AugCity_Maryland,Maryland,No,12345
DON_ALL_00567,AugCity_Maryland,Maryland,No,12345
DON_ALL_00568,AugCity_Maryland,Maryland,No,12345
DON_ALL_00569,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00570,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00571,AugCity_Maryland,Maryland,No,12345
DON_ALL_00572,AugCity_Maryland,Maryland,No,12345
DON_ALL_00573,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00574,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00575,AugCity_Maryland,Maryland,No,12345
DON_ALL_00576,AugCity_Maryland,Maryland,No,12345
DON_ALL_00577,AugCity_Maryland,Maryland,No,12345
DON_ALL_00578,AugCity_Maryland,Maryland,No,12345
DON_ALL_00579,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00580,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00581,AugCity_Maryland,Maryland,No,12345
DON_ALL_00582,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00583,AugCity_Maryland,Maryland,Yes,12345
DON_ALL_00584,AugCity_Maryland,Maryland,No,12345
DON_ALL_00585,AugCity_Maryland,Maryland,No,12345
DON_ALL_00586,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00587,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00588,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00589,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00590,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00591,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00592,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00593,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00594,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00595,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00596,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00597,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00598,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00599,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00600,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00601,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00602,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00603,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00604,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00605,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00606,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00607,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00608,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00609,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00610,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00611,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00612,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00613,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00614,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00615,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00616,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00617,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00618,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00619,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00620,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00621,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00622,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00623,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00624,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00625,AugCity_Massachusetts,Massachusetts,Yes,12345
DON_ALL_00626,AugCity_Massachusetts,Massachusetts,No,12345
DON_ALL_00627,AugCity_Michigan,Michigan,No,12345
DON_ALL_00628,AugCity_Michigan,Michigan,No,12345
DON_ALL_00629,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00630,AugCity_Michigan,Michigan,No,12345
DON_ALL_00631,AugCity_Michigan,Michigan,No,12345
DON_ALL_00632,AugCity_Michigan,Michigan,No,12345
DON_ALL_00633,AugCity_Michigan,Michigan,No,12345
DON_ALL_00634,AugCity_Michigan,Michigan,No,12345
DON_ALL_00635,AugCity_Michigan,Michigan,No,12345
DON_ALL_00636,AugCity_Michigan,Michigan,No,12345
DON_ALL_00637,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00638,AugCity_Michigan,Michigan,No,12345
DON_ALL_00639,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00640,AugCity_Michigan,Michigan,No,12345
DON_ALL_00641,AugCity_Michigan,Michigan,No,12345
DON_ALL_00642,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00643,AugCity_Michigan,Michigan,No,12345
DON_ALL_00644,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00645,AugCity_Michigan,Michigan,No,12345
DON_ALL_00646,AugCity_Michigan,Michigan,No,12345
DON_ALL_00647,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00648,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00649,AugCity_Michigan,Michigan,No,12345
DON_ALL_00650,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00651,AugCity_Michigan,Michigan,No,12345
DON_ALL_00652,AugCity_Michigan,Michigan,No,12345
DON_ALL_00653,AugCity_Michigan,Michigan,No,12345
DON_ALL_00654,AugCity_Michigan,Michigan,No,12345
DON_ALL_00655,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00656,AugCity_Michigan,Michigan,No,12345
DON_ALL_00657,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00658,AugCity_Michigan,Michigan,No,12345
DON_ALL_00659,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00660,AugCity_Michigan,Michigan,No,12345
DON_ALL_00661,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00662,AugCity_Michigan,Michigan,No,12345
DON_ALL_00663,AugCity_Michigan,Michigan,No,12345
DON_ALL_00664,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00665,AugCity_Michigan,Michigan,Yes,12345
DON_ALL_00666,AugCity_Michigan,Michigan,No,12345
DON_ALL_00667,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00668,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00669,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00670,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00671,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00672,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00673,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00674,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00675,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00676,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00677,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00678,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00679,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00680,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00681,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00682,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00683,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00684,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00685,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00686,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00687,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00688,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00689,AugCity_Minnesota,Minnesota,Yes,12345
DON_ALL_00690,AugCity_Minnesota,Minnesota,No,12345
DON_ALL_00691,AugCity_Mississippi,Mississippi,Yes,12345
DON_ALL_00692,AugCity_Mississippi,Mississippi,Yes,12345
DON_ALL_00693,AugCity_Mississippi,Mississippi,Yes,12345
DON_ALL_00694,AugCity_Mississippi,Mississippi,No,12345
DON_ALL_00695,AugCity_Mississippi,Mississippi,No,12345
DON_ALL_00696,AugCity_Mississippi,Mississippi,No,12345
DON_ALL_00697,AugCity_Mississippi,Mississippi,No,12345
